username,rating,comment
iwc1711,5,Fast delivery than expected. Very beautiful and good quality. Will definitely buy again and recommend to others.
a*****n,5,Item received in good condition. Very pretty like the others purchased earlier. Highly recommended.
v*****3,5,"The bracelet is packed nicely in a bubble wrap packaging. Super pretty bracelet, can't wait to wear it!"
b*****1,4,Although thereâ€™s some delay on the delivery but received in good condition but seller did not give the right size. Seller is also nice and said that i can go down to their shop and do the resizing again.
s*****5,5,Super huat bracelet is very pretty. The crystals are of good quality. Love it.
e*****8,5,Quick and fast delivery!! Item received in good condition!!
p*****8,5,"Mom loves both the Tourmaline rings received and looking forward for Jamstones Livestream. Honestly, we wanted to claim whatever appeared in the livestream ğŸ˜… every piece was a Jem and made you wanted to type out claim claim claim ğŸ˜‚ Thanks for the good customer service and support â¤ï¸"
jessicaaachew,5,Thank you for sending these out before the year ended! Got these delivered nicely by 31st Dec and it was simply gorgeous. This is my first Shopee live purchase made & no regrets! Thank you seller for this beautiful ring ğŸ˜ but still not sure if it will last long - hopefully wonâ€™t get rusty or sth :(
r*****l,5,"love the main crystals, all look so pretty! ğŸ˜Š"
r*****l,5,excited to receive my ruby bracelet!
sharon161174,5,Love this huat huat bracelet!
makeup_puppet,5,"As usual , lovely crystal bracelets with really pretty colours. Great quality too. Thanks !"
caramelmachiez,4,"My 1st purchase from seller. Items came nicely packed, very considerate of seller to include the stones n crystals properties & benefits. Got this during their LIVE & it was really crazy with bracelets snapping up they moment the tray was down. Will just buy frm their store next time ;)"
d*****g,5,Love it! Very nice and of good quality.  Customer service was very nice and prompt.  Delivery very fast
l*****e,5,Pretty ear and arm candy for cny !ğŸ˜
h*****1,5,Good deal during shoppee live! Good quality and value for money. Very pretty. Will repurchase.
y0ke12,5,Very pretty zodiac bracelet! ğŸ˜
ttxle4tjbs,5,Pretty like the color combination
tiarazz,5,The actual bracelet is very pretty and the Jade has a nice shade. Quality looks good. Loving it.
tiarazz,5,Nice bracelet and quality and workmanship is good. Canâ€™t wait to wear
y*****1,5,Nice but the size a bit big
cassandralyp,5,å¥½ç¾å–”â‹¯â‹¯love it ~ just that delivery takes abit long.
___umi___,5,"Fortune cat charm is small and cute. Finally got a phantom quartz bracelet. Next, a bracelet with a large white phantom quartz."
___umi___,5,The colours of the strawberry quartz and red tiger eye compliments each other well.
___umi___,5,Neutral colours of Alashan. Subtle and elegant.
nycrisa,5,Got my lovely items. ğŸ˜†
nycrisa,5,Got my lovely items! ğŸ˜†
janicelim1707,5,Love it
sharon161174,5,Nice bracelet.
a*****n,5,Items received in good condition. Lost count how many times i have bought items from Jamstones live. Items are prettier than seen in live. Love them.
c*****i,5,so pretty! thank you ğŸ’˜
ttxle4tjbs,5,Like the bracelet quality and 4 colours range combination
e*****4,5,Always got very pretty items from the weekly live sales ğŸ¤—ğŸ˜‚ items are of top quality.
van_nga,5,Beautiful rings and fast delivery! Thank you! ğŸ˜
van_nga,5,Beautiful rings n fast delivery! ğŸ˜
a*****n,5,Items received in good condition. Pick up directly in store and it was much faster. Admin very responsive in giving assistance. Highly recommended.
s*****a,5,Very nice earrings and always happy to purchase from them. Superrrr nice and better in real life.
s*****a,5,Very nice item and always happy to purchase from them. This hp holder is very coollll
joannesng1408,5,"Well received. Both bracelets stunning, in terms of color of the stone, quality, packaging, services, all are awesome. Forget to add, fast delivery too. I am super happy with my purchase."
nycrisa,5,Pretty! They have too many pretty stuff till I'm buying a lot of new stuff. ğŸ˜‚ğŸ˜…
a*****n,5,Items received in good condition. Delivery took almost 10 days but am still happy to receive the item. Repeated purchases because items are so pretty.
m*****0,5,Very cute stacker jamstone bracelet. . love it.. Bought during live flash sales..ğŸ‘
a*****n,5,Items received in good condition. Delivery took ard 10 days but happy with purchases.
plussizebeauty,5,"VERY PRETTY COLOURFUL RING.
I LIKE IT SO MUCH. FAST DELIVERY AND ITEM AS DESCRIDE VERY WORTH BUY."
o*****a,5,Got this during the 12.12 live stream. Very pleased with the purchase. Only bugbear is that i should have had gotten a bigger stone... ğŸ˜†
b*****9,3,sad at the quality of larimar beads but since itâ€™s on sale so canâ€™t complain much too. Would cost $40 to replace it to a better quality ones~ so end up it will be over $100. Not worth. Very competitive to claim over live sale. Can only blame self for claim without looking. Canâ€™t blame seller.
t*****y,5,Managed to get 2 bracelets during 12.12 sale. This citrine bracelet is so pretty n worth it. Also bought bag charm as gift. Smaller than expected but pretty as well. If can make it bigger will be better.
ttxle4tjbs,5,Selenite bowl is really solid. Satisfied with the quality
ttxle4tjbs,5,"Love this critine ring, bling yet refine"
t*****e,5,Very pretty and gd quality bracelet. Lovely crystal! Thanks for the gd service to best meet the customers' request!
e*****4,5,Very efficient and speedy in replies! Items are always very pretty too.
r*****l,5,"silver rutile bracelet is my latest bracelet, super classy and love the rutile and moonstone sheen! ğŸ˜Š"
r*****l,5,"nice ombrÃ© ring resized to fit my finger, friendly staffs w good service!"
p*****8,5,"Whenever went in to watch their livestream, will end up checkout their rings. All so attractive and couldnâ€™t hold back the urge to buy. So was my sister and colleagues."
ttxle4tjbs,5,Actual item even nicer than pics
xujinyi,5,Items well received. Very prompt delivery. Good quality. Thank you!
t*****y,5,Managed to get 2 bracelets during 12.12 live. Bidding was aggressive n fast on that day. Very happy with my purchase. So worth to get during sales.
junetmh006,5,Love it and very nice ğŸ’–ğŸ’–ğŸ’–
xujinyi,5,Items well received! Love the designs! Good quality. Thank you... ğŸ‘
c*****y,5,Very pretty bracelet. So much excitement when buying on shopee live. Iâ€™m so tempted to buy more ğŸ˜
l*****e,5,Happy with my purchase! Looking forward to next live sale!
r*****l,5,"lovely kunzite w jade, bgt at $69 on 12.12, happy w my purchase! ğŸ˜Š"
k*****o,5,Quick delivery. Nicely packed and nice bracelet. So gorgeous
nycrisa,5,Got a red spinel to add to my red rings. Some slight occlusions at one corner but a lovely crystal and ring setting that I don't have.
sharonkaiwen,4,"Custom made a necklace in silver hardware, looks similar to the one I bought previously though, but crystals used are more pricey"
euphony_4,5,Very prompt responses and quick work! Items are always very pretty as well and the ring was a gift for a friend who loved it.
l*****e,5,Stacker ring and garnet earrings look so pretty IRL!
xji3x,5,item well received
nurulesharil,5,
nurulesharil,5,
ahk3ow,2,Cute ring. Chatted but didnt ans my qns until nxt morning. Saw e reply at nite. End up e $5 live voucher expired n they can only give $2 V. They also can't hold item till their next live. Informed them pyt made but no reply thereafter. Duno ring is mine or nt. 1wk to receive item. Bad experience
c*****8,5,Received all items in good condition. Their live stream was addictive. Could not resist when seeing the Tanzanite rings and claimed it.
m*****0,5,Very Pretty rings ..always like Jamstones  products... bought during live sales..delivery fast as well
a*****n,5,Items received in good condition. Much prettier in person. Really good product from Jamstones. Took a while to deliver but i am a happy customer.
c*****e,5,Very nice and pretty.
makeup_puppet,5,Super pretty ring and earring from lice Shopee sale! Thanks! Love them very much!
s*****5,5,The earrings and ring are so pretty and shiny. Love them very much!
namiemooko,5,"Love their crystal,thanks!!"
a*****n,5,Items received in good condition. Had fun claiming the items on live. Items are very pretty especially bag charm.
s*****a,5,Super cute cloud and very nice col. Bracelet is so pretty and happy with the purchase.
s*****a,5,super gorgeous earrings. Repeated buyers and their service as always superb.
nycrisa,5,Got my 12/12 bracelets which was at a steal. honestly thought that the pale green one was white jade as it looked white during the live session. It's a gorgeous one either way. ğŸ˜
j*****o,5,Looks gorgeous irl! And theyâ€™re decently priced as well.
f*****c,5,Pretty bracelets during 11/11 sale! have bought from them many times already.
e*****4,5,Happy with all the purchases thus far! Grabbed really good deals during the live ğŸ¤©
huihuisnorlax,5,Pretty earrings and rings! Nice packaging tooğŸ˜Š
ivybaggy,5,"Beautiful ring, love it, thank you seller."
junetmh006,5,Very nice. Love it
m*****0,5,Fast delivery and good product.. surprise box is worth to buy.. love all of the products from jamstones
p*****8,5,Gorgeous Tanzanite Rings and Earring received in good condition. My sister also loves their rings collection.
p*****8,5,Gorgeous Tanzanite Rings and Earring received in good condition. My sister also loves their rings collection.
m*****u,5,Love the stacker ring! Thanks!
vwcgl,5,So happy to unbox this parcel. Bought a citrine ring + citrine necklace + aquamarine ring. All are so pretty ğŸ˜.  Love it to the max especially the citrine ring are of high grade. Seller provide a nice dust bag ğŸ¤— Thank you.
nycrisa,5,My xmassy feel blue and white bracelet on top of the selenite blossom plate! The Petersite bead has is really pretty with a swirl patterns that moves/change color when light moves across the surface. ğŸ˜
vwcgl,5,So happy to unbox this parcel. Bought a citrine ring + citrine necklace + aquamarine ring. All are so pretty ğŸ˜.  Love it to the max especially the citrine ring are of high grade. Seller provide a nice dust bag ğŸ¤— Thank you.
nvmjo,5,Items received thank you so much!
ttxle4tjbs,5,"Quality pretty good satisfy with my purchases, but find bracelet charm a bit small, modest type.. Maybe aim is to focus on the bead.. Will buy again"
w*****n,5,Very nice rings. Worth buying. May purchase again
renesl,5,beautiful larimar with moonstone!
m*****i,5,Well received. Quality is good and my wife loves it. She has bought more than once.
renesl,5,this topaz ring is really pretty!! ğŸ˜
nycrisa,5,"Got my spinel and diopside rings, and the cute bag charm! Thanks!"
ttxle4tjbs,5,"The earrings is refine, very nice, like it very much"
iiiris1117,1,Bought 2 items from this seller. One is a lavender fluorite fairy priced at $89. Saw another seller selling the same at $38. Received the $89 and $38 fairies and they are exactly the same. This seller mark up by a lot. First & last time buying from this place. Pls compare prices before u buy.
s*****a,5,Very nice items. always feel very satisfied and happy with their crystals and services.
s*****a,5,Very nice items and always very satisfied with their crystals and services.
nvmjo,5,First time buying live at shoppe! Items received in gd conditions and pretty too! Definitely will buy more on the live sale for good deals!
nycrisa,5,Got my dark opals ring (red n green fire) and earring (just green fire) ğŸ˜Š
r*****l,5,the wine garnet ring is so pretty! ğŸ˜
r*****l,5,the mystery box $30 is super worth!!
r*****l,5,white opal ring w stacker! ğŸ˜
kimloe89,5,Super fast delivery tbh. Nicely wrapped and came in a mini box.. I love it!! Looks better than expected..
s*****2,5,so beautiful i love it! ğŸ¥°
c*****o,4,"Although I had instructed the delivery guy to leave my parcel at the riser, he just left it on the floor in front of my door. Who is going to be responsible if the parcel got lost? Very irresponsible!"
sourlove35,5,1st time buying.  Very nice rings with box packaging.
nycrisa,5,Got my tanzanite ring. Another pretty buy!
t*****y,5,Purchased several times from Jamstones. Their bracelet designs are beautiful. I like the star shape bloodstone. Lovely bracelet.
bellalai321,5,love et
1206kt,5,Well received. Thanks
t*****y,5,First time getting mystery box. Items are well packed with bubble wrap. Will be ideal if can include a small list of crystal names for the items sent. I tried to search on website to identify what crystals I have received cos still rather new to crystals names n benefits.
j*****o,5,Got during 1111 live sale. Very pretty as always!
superpanda,5,"Few times bought from this seller, crystals are really good quality and thumbs up service. Bag charm is very pretty. Happy with the purchase."
241169ling_.,5,Hi seller received good condition super nice pcs . ğŸ˜Š thanks
s*****5,5,The flourite bear is small but very cute. The flourite is clear and colour is nice!
rik0ooo,5,So pretty! Love it so much..
e*****4,5,Necklaces are super worth it!!!! Check out the flash in moonstoneâ€¦. Iâ€™m in love with it!!!
nycrisa,5,Got a Mystery Box at $30 (see contents in pic) with pretty good stuff ğŸ˜†ğŸ˜† and a lovely fluorite hello kitty charm that's going to be an Xmas gift.
nycrisa,5,Another pretty ring buy. Wanted another dark/black crystal ring and this one will match my smoky quartz pendant too.
s*****e,2,"Items are nice & pretty. However, delivery took too long. Furthermore, it was a disappointment. The exact item & designed that was advertised was not on live. When you checked with the hosts, we were told that it was already sold? Does that mean we can claim offline too?"
lala_sani,5,Nice!
b*****o,5,very beautiful piece . seller was helpful and prompt in answering questions . thumbs up
nycrisa,5,Another lovely multi color ring buy. ğŸ˜
m*****i,5,Well received. The ring is beautiful and my wife has been buying a few these days.
sweetdonuts92,5,"Got this pretty moonstone ring through their shopee live. As usual, welcome by friendly and helpful staffs when i self-collect my items :)"
d*****2,5,
r*****l,5,a pretty piece of blue sheen moonstone bracelet!ğŸ˜ note that crystals come w natural inclusions. thank u Jam and team for accommodating to my requests! ğŸ™ğŸ»ğŸ‘ğŸ»ğŸ˜Š
r*****l,5,iâ€™m totally in love with the moonstone sheen! ğŸ˜ğŸ˜Š
t*****y,5,Very nice bracelet! First time buying 17mm crystal. The blue sheen moonstone is beautiful under light. Wanted lucky clover charm but order is not updated. Will have to bring it down to shop for change. The current charm looks too small to match with the 17mm crystal.
nessada69,5,"I was pleased to receive the bracelet, itâ€™s beautiful. Good quality and all the beads complement each other. Thank you seller"
nessada69,5,"I like the butterfly charm very much, I have no regret choosing it. It complements my bracelet. Thank you"
makeup_puppet,5,Another very pretty bracelet! Thanks for all the lovely crystals !!
r*****l,4,"princessy ring but coz of the design, adjustment of size is abit tough."
r*****l,4,classy citrine ring for my mil.
serenewang83,5,Love it!!
s*****5,5,The earrings are so pretty! I love them very much! The quality is very good.
e*****4,5,Order was mixed up because the charm was wrong. So had to go down to Dhoby Ghaut to have it changed. Staff at the shop were very helpful to ensure the sizing was correct and swop the charm from my other bracelet. Thank you!
galaxybella,5,So elegant!!
j*****o,5,"Bought during live sale, very pretty as usual. thank you!"
h*****1,5,Good quality and clear crystal. Good deal during sale. Looking forward to next sale. ğŸ˜€
h*****1,5,Good quality and clear crystal. Good deal during sale. Looking forward to next sale. ğŸ˜€
renesl,5,top up $10 to upgrade to M bowl.
nycrisa,5,Got my waterhue lavender jade bracelet! It's so pretty ğŸ˜
renesl,5,"Love the bloodstone, actual was prettier!"
serenewang83,5,When I saw this in live .. I faster grab it!! You are so beautiful!!
c*****e,5,Pretty ğŸ˜
toh_nest,5,First purchase thru Live session. In love with these rings! Nicely wrapped and delivered.
nycrisa,5,Got 2 rings during one of the Shopee Live and they are both very pretty. Not used to the lightweight of the rings though as my usual ones are usually of a thicker band. Items were all packed nicely and shipped out just a few days after. ğŸ‘
takakohazelnut,5,Happy with my purchase from my favourite crystal sellers. Thank u!!
renesl,5,"london topaz and aquamarine,bought separately so dainty! ğŸ˜Š"
j*****o,5,Nice piece
sweetdonuts92,5,"So beautiful, got it during shopee live. No regret getting this item hehe :)"
c*****7,5,Received with thanks.
___umi___,5,Very well packed with layers of bubble wrap. Thank you.
vasha02,5,Quick delivery and very pretty rings! Got a pair of earrings too. A little dangling but very pretty!! Recommended seller!
lynnlee212,5,Very pretty bracelet. Worth the money. Fast delivery. Thank you
lynnlee212,5,Very pretty bracelet. Worth the money. Fast delivery. Thank you
candiceckl,5,"Item well received but the design of the star is not the color I have bidded during live sales, good that seller offers to exchange the star design"
j*****g,5,Item self collected! nice crystal! bought a lot from them!!
ritanatasha,5,Nice piece loving it so much... Will order again in future.
ritanatasha,5,Nice tourmaline. Will order again if there is offer on live shopee.
s*****a,5,Very pretty And dainty ring and love it! Always Satisfied with their products and services. Recommended!
limdiana7,5,Beautiful bracelet
tiarazz,5,
sgoh20,5,Received in good condition. Thank you.
evetoh88,5,
carolistic,5,
v*****3,5,Item is packed nicely in a bubble wrap. Have yet to wear it.  True to pic..
katjana,5,Have a look out for their weekly live sales at ig and here at shopee. You'll enjoy interacting with others as well.
katjana,5,"Always love their bracelets, rings and earrings!"
o*****s,5,
cynthiaong77,5,
cynthiaong77,5,
bellaginger,5,Very nice bracelet. Good quality. But too big for my wrist. Need to resize.
beariebear,5,
n*****l,5,
petal_bud,5,
snowychobits,5,
stym_0212,5,
r*****x,5,Good
r*****x,5,Good
c_8hyb97i5,5,
carolistic,5,
sivienshayneseah,5,
rosrosrosros,5,
thepersiancat,5,Canâ€™t wait to watch their livestream again. So many pretty n nice designs. I want to get them all!! Lol
thepersiancat,5,Love the designs. Simple and easy to match with any outfit
thepersiancat,5,Always buying from this seller!
thepersiancat,5,Fast n excellent services!
iwc1711,5,Items received faster than expected. Good quality. Will definitely purchase again. Highly recommended if you are into Crystals and ring etc..
iwc1711,5,Items received faster than expected. Good quality. Will definitely purchase again. Highly recommended if you are into Crystals and ring etc..
serene1238,5,As always. very happy with my purchases. fast delivery too!
snowychobits,5,
snowychobits,5,
v*****3,5,Item is packed nicely.
bettyjess,5,
bettyjess,5,
a*****i,5,
galaxybella,5,
galaxybella,5,
s*****a,5,My 2nd order ğŸ‘ğŸ»
huihuisnorlax,5,
taniacwn,5,
j*****o,5,
n*****l,5,
twinklebox,5,
nycrisa,5,Another lovely buy from JS x Lavval. Last one of Shoppee as they decided to ban my account when I refused to give in to an unreasonable need for my IC to be submitted to appeal against my account being limited for activities against their policies. Sounds like a scam. ğŸ˜‚
katjana,5,I always buy from them and they never disappoint. They're very responsive to queries and will take entertain your request as much as possible. Their live sales are always very enjoyable ğŸ˜
katjana,5,I always buy from them and they never disappoint. They're very responsive to queries and will take entertain your request as much as possible. Their live sales are always very enjoyable ğŸ˜
katjana,5,I always buy from them and they never disappoint. They're very responsive to queries and will take entertain your request as much as possible. Their live sales are always very enjoyable ğŸ˜
katjana,5,I always buy from them and they never disappoint. They're very responsive to queries and will take entertain your request as much as possible. Their live sales are always very enjoyable ğŸ˜
katjana,5,I always buy from them and they never disappoint. They're very responsive to queries and will take entertain your request as much as possible. Their live sales are always very enjoyable ğŸ˜
katjana,5,This has been in my cart for so long and since then I really wanted to buy this jade bracelet. ğŸ˜
marilynwu84,5,
m*****4,3,
alisa.chan,5,
bunny3490,5,
k*****y,5,
carolistic,5,
carolistic,5,
carolistic,5,
stalky79,5,
a*****1,5,
thepersiancat,5,Happy with my purchases during live-streaming. Lovely designs too
mozz19,5,very fast delivery! super pretty bracelets w very nice sheen on the crystals. thank you!
thepersiancat,5,Repeated purchases. Always buying from thi seller
thepersiancat,5,Excellent workmanship!
n*****l,5,Ordered on 23 Jan & received on 29 Jan.This is my 3rd order with Jamstones. Loving all the items.
tiarazz,5,
o*****s,5,
o*****s,5,
bettyjess,5,
bettyjess,5,
bettyjess,5,
bettyjess,5,
jesslynlaisk,5,
f*****h,5,
woomien,5,
sgoh20,5,
stalky79,5,
pxdpolesg,5,
_ireneam_,5,I love it!
